Subject,sentence,type,Reading,Label,seg_Start,seg_End,t_ms,pF0,Avg(Subj-file),diff
27,E,2,2,1,672.115,1409.786,990,205.232,140.76,64.472
27,E,2,2,1,672.115,1409.786,1000,204.163,140.76,63.403
27,E,2,2,1,672.115,1409.786,1010,202.952,140.76,62.192
27,E,2,2,1,672.115,1409.786,1020,201.652,140.76,60.892
27,E,2,2,1,672.115,1409.786,1030,200.051,140.76,59.291
27,E,2,2,1,672.115,1409.786,1040,189.762,140.76,49.002
27,E,2,2,1,672.115,1409.786,1050,190.387,140.76,49.627
27,E,2,2,1,672.115,1409.786,1060,189.415,140.76,48.655
27,E,2,2,1,672.115,1409.786,1070,187.383,140.76,46.623
27,E,2,2,1,672.115,1409.786,1080,184.92,140.76,44.16
27,E,2,2,1,672.115,1409.786,1090,182.427,140.76,41.667
27,E,2,2,1,672.115,1409.786,1100,177.062,140.76,36.302
27,E,2,2,1,672.115,1409.786,1110,172.692,140.76,31.932
27,E,2,2,1,672.115,1409.786,1120,171.124,140.76,30.364
27,E,2,2,1,672.115,1409.786,1130,169.653,140.76,28.893
27,E,2,2,1,672.115,1409.786,1140,167.798,140.76,27.038
27,E,2,2,1,672.115,1409.786,1150,166.096,140.76,25.336
27,E,2,2,1,672.115,1409.786,1160,164.379,140.76,23.619
27,E,2,2,1,672.115,1409.786,1170,162.551,140.76,21.791
27,E,2,2,1,672.115,1409.786,1180,160.34,140.76,19.58
27,E,2,2,1,672.115,1409.786,1190,158.663,140.76,17.903
27,E,2,2,1,672.115,1409.786,1200,157.38,140.76,16.62
27,E,2,2,1,672.115,1409.786,1210,155.711,140.76,14.951
27,E,2,2,1,672.115,1409.786,1220,151.342,140.76,10.582
27,E,2,2,1,672.115,1409.786,1230,139.362,140.76,-1.398
27,E,2,2,1,672.115,1409.786,1240,127.363,140.76,-13.397
27,E,2,2,1,672.115,1409.786,1250,120.819,140.76,-19.941
27,E,2,2,1,672.115,1409.786,1260,119.801,140.76,-20.959
27,E,2,2,1,672.115,1409.786,1270,115.148,140.76,-25.612
27,E,2,2,1,672.115,1409.786,1390,128.012,140.76,-12.748
27,E,2,2,1,672.115,1409.786,1400,128.012,140.76,-12.748
27,E,2,2,1,672.115,1409.786,1410,131.254,140.76,-9.506
27,E,3,1,1,2475.566,3134.713,2480,223.871,140.76,83.111
27,E,3,1,1,2475.566,3134.713,2490,227.009,140.76,86.249
27,E,3,1,1,2475.566,3134.713,2500,227.01,140.76,86.25
27,E,3,1,1,2475.566,3134.713,2510,225.43,140.76,84.67
27,E,3,1,1,2475.566,3134.713,2520,222.156,140.76,81.396
27,E,3,1,1,2475.566,3134.713,2530,203.754,140.76,62.994
27,E,3,1,1,2475.566,3134.713,2540,215.642,140.76,74.882
27,E,3,1,1,2475.566,3134.713,2550,214.239,140.76,73.479
27,E,3,1,1,2475.566,3134.713,2560,207.829,140.76,67.069
27,E,3,1,1,2475.566,3134.713,2570,196.371,140.76,55.611
27,E,3,1,1,2475.566,3134.713,2580,186.414,140.76,45.654
27,E,3,1,1,2475.566,3134.713,2590,175.337,140.76,34.577
27,E,3,1,1,2475.566,3134.713,2600,160.938,140.76,20.178
27,E,3,1,1,2475.566,3134.713,2610,153.358,140.76,12.598
27,E,3,1,1,2475.566,3134.713,2620,142.585,140.76,1.825
27,E,3,1,1,2475.566,3134.713,2630,128.387,140.76,-12.373
27,E,3,1,1,2475.566,3134.713,2640,124.244,140.76,-16.516
27,E,3,1,1,2475.566,3134.713,2670,120.942,140.76,-19.818
27,E,3,1,1,2475.566,3134.713,2680,120.942,140.76,-19.818
27,E,3,1,1,2475.566,3134.713,2690,116.563,140.76,-24.197
27,E,3,1,1,2475.566,3134.713,2700,111.98,140.76,-28.78
27,E,3,1,1,2475.566,3134.713,2710,109.12,140.76,-31.64
27,E,3,1,1,2475.566,3134.713,2720,106.354,140.76,-34.406
27,E,3,1,1,2475.566,3134.713,2730,106.248,140.76,-34.512
27,E,3,1,1,2475.566,3134.713,2740,105.148,140.76,-35.612
27,E,3,1,1,2475.566,3134.713,2750,102.171,140.76,-38.589
27,E,3,1,1,2475.566,3134.713,2760,101.769,140.76,-38.991
27,E,3,1,1,2475.566,3134.713,2770,94.683,140.76,-46.077
27,E,3,1,1,2475.566,3134.713,2780,94.063,140.76,-46.697
27,E,3,1,1,2475.566,3134.713,2790,94.686,140.76,-46.074
27,E,3,1,1,2475.566,3134.713,2800,94.216,140.76,-46.544
27,E,3,1,1,2475.566,3134.713,2810,88.208,140.76,-52.552
27,E,3,1,1,2475.566,3134.713,2820,85.51,140.76,-55.25
27,E,3,1,1,2475.566,3134.713,2830,83.204,140.76,-57.556
27,E,3,1,1,2475.566,3134.713,2840,81.591,140.76,-59.169
27,E,3,1,1,2475.566,3134.713,2850,79.419,140.76,-61.341
27,E,3,1,1,2475.566,3134.713,2860,79.789,140.76,-60.971
27,E,3,1,1,2475.566,3134.713,2870,80.575,140.76,-60.185
27,E,3,1,1,2475.566,3134.713,2880,81.03,140.76,-59.73
27,E,3,1,1,2475.566,3134.713,2890,81.445,140.76,-59.315
27,E,3,1,1,2475.566,3134.713,2900,83.119,140.76,-57.641
27,E,3,1,1,2475.566,3134.713,2910,84.396,140.76,-56.364
27,E,3,1,1,2475.566,3134.713,2920,84.66,140.76,-56.1
27,E,3,1,1,2475.566,3134.713,2930,84.138,140.76,-56.622
27,E,3,1,1,2475.566,3134.713,2940,83.19,140.76,-57.57
27,E,3,1,1,2475.566,3134.713,2950,82.791,140.76,-57.969
27,E,3,1,1,2475.566,3134.713,2960,75.677,140.76,-65.083
27,E,3,1,1,2475.566,3134.713,2970,74.687,140.76,-66.073
27,E,3,1,1,2475.566,3134.713,2980,73.326,140.76,-67.434
27,E,3,1,1,2475.566,3134.713,3120,108.037,140.76,-32.723
27,E,3,1,1,2475.566,3134.713,3130,108.037,140.76,-32.723
27,E,3,2,1,2781.896,3527.091,2780,224,140.76,83.24
27,E,3,2,1,2781.896,3527.091,2790,232.57,140.76,91.81
27,E,3,2,1,2781.896,3527.091,2800,237.715,140.76,96.955
27,E,3,2,1,2781.896,3527.091,2810,241.11,140.76,100.35
27,E,3,2,1,2781.896,3527.091,2820,240.542,140.76,99.782
27,E,3,2,1,2781.896,3527.091,2830,231.377,140.76,90.617
27,E,3,2,1,2781.896,3527.091,2840,227.489,140.76,86.729
27,E,3,2,1,2781.896,3527.091,2850,225.335,140.76,84.575
27,E,3,2,1,2781.896,3527.091,2860,223.231,140.76,82.471
27,E,3,2,1,2781.896,3527.091,2870,209.148,140.76,68.388
27,E,3,2,1,2781.896,3527.091,2880,228.808,140.76,88.048
27,E,3,2,1,2781.896,3527.091,2890,227.798,140.76,87.038
27,E,3,2,1,2781.896,3527.091,2900,222.343,140.76,81.583
27,E,3,2,1,2781.896,3527.091,2910,213.254,140.76,72.494
27,E,3,2,1,2781.896,3527.091,2920,202.575,140.76,61.815
27,E,3,2,1,2781.896,3527.091,2930,192.602,140.76,51.842
27,E,3,2,1,2781.896,3527.091,2940,181.939,140.76,41.179
27,E,3,2,1,2781.896,3527.091,2950,170.846,140.76,30.086
27,E,3,2,1,2781.896,3527.091,2960,159.613,140.76,18.853
27,E,3,2,1,2781.896,3527.091,2970,149.239,140.76,8.479
27,E,3,2,1,2781.896,3527.091,2980,140.047,140.76,-0.713
27,E,3,2,1,2781.896,3527.091,2990,132.724,140.76,-8.036
27,E,3,2,1,2781.896,3527.091,3000,118.85,140.76,-21.91
27,E,3,2,1,2781.896,3527.091,3010,101.696,140.76,-39.064
27,E,3,2,1,2781.896,3527.091,3020,111.06,140.76,-29.7
27,E,3,2,1,2781.896,3527.091,3030,114.504,140.76,-26.256
27,E,3,2,1,2781.896,3527.091,3040,112.779,140.76,-27.981
27,E,3,2,1,2781.896,3527.091,3050,111.735,140.76,-29.025
27,E,3,2,1,2781.896,3527.091,3060,108.711,140.76,-32.049
27,E,3,2,1,2781.896,3527.091,3070,104.857,140.76,-35.903
27,E,3,2,1,2781.896,3527.091,3080,104.401,140.76,-36.359
27,E,3,2,1,2781.896,3527.091,3090,101.388,140.76,-39.372
27,E,3,2,1,2781.896,3527.091,3100,101.009,140.76,-39.751
27,E,3,2,1,2781.896,3527.091,3110,100.668,140.76,-40.092
27,E,3,2,1,2781.896,3527.091,3120,100.07,140.76,-40.69
27,E,3,2,1,2781.896,3527.091,3130,95.993,140.76,-44.767
27,E,3,2,1,2781.896,3527.091,3140,89.461,140.76,-51.299
27,E,3,2,1,2781.896,3527.091,3150,89.615,140.76,-51.145
27,E,3,2,1,2781.896,3527.091,3160,91.876,140.76,-48.884
27,E,3,2,1,2781.896,3527.091,3170,94.021,140.76,-46.739
27,E,3,2,1,2781.896,3527.091,3180,96.788,140.76,-43.972
27,E,3,2,1,2781.896,3527.091,3190,94.74,140.76,-46.02
27,E,3,2,1,2781.896,3527.091,3200,90.84,140.76,-49.92
27,E,3,2,1,2781.896,3527.091,3210,89.363,140.76,-51.397
27,E,3,2,1,2781.896,3527.091,3220,88.442,140.76,-52.318
27,E,3,2,1,2781.896,3527.091,3230,88.261,140.76,-52.499
27,E,3,2,1,2781.896,3527.091,3240,88.12,140.76,-52.64
27,E,3,2,1,2781.896,3527.091,3250,88.07,140.76,-52.69
27,E,3,2,1,2781.896,3527.091,3260,87.003,140.76,-53.757
27,E,3,2,1,2781.896,3527.091,3270,85.956,140.76,-54.804
27,E,3,2,1,2781.896,3527.091,3280,84.417,140.76,-56.343
27,E,3,2,1,2781.896,3527.091,3290,83.87,140.76,-56.89
27,E,3,2,1,2781.896,3527.091,3300,84.122,140.76,-56.638
27,E,3,2,1,2781.896,3527.091,3310,84.191,140.76,-56.569
27,E,3,2,1,2781.896,3527.091,3320,83.186,140.76,-57.574
27,E,3,2,1,2781.896,3527.091,3330,79.945,140.76,-60.815
27,E,3,2,1,2781.896,3527.091,3340,81.37,140.76,-59.39
27,E,3,2,1,2781.896,3527.091,3350,76.246,140.76,-64.514
27,E,3,2,1,2781.896,3527.091,3360,76.245,140.76,-64.515
27,E,3,2,1,2781.896,3527.091,3500,103.985,140.76,-36.775
27,E,3,2,1,2781.896,3527.091,3510,103.985,140.76,-36.775
27,E,3,2,1,2781.896,3527.091,3520,104.102,140.76,-36.658
27,E,3,2,1,2781.896,3527.091,3530,103.967,140.76,-36.793
27,F,1,1,1,1288.144,1859.754,1290,145.785,140.76,5.025
27,F,1,1,1,1288.144,1859.754,1300,147.726,140.76,6.966
27,F,1,1,1,1288.144,1859.754,1310,153.069,140.76,12.309
27,F,1,1,1,1288.144,1859.754,1320,146.896,140.76,6.136
27,F,1,1,1,1288.144,1859.754,1330,144.206,140.76,3.446
27,F,1,1,1,1288.144,1859.754,1340,123.971,140.76,-16.789
27,F,1,1,1,1288.144,1859.754,1350,107.602,140.76,-33.158
27,F,1,1,1,1288.144,1859.754,1450,156.26,140.76,15.5
27,F,1,1,1,1288.144,1859.754,1460,156.26,140.76,15.5
27,F,1,1,1,1288.144,1859.754,1470,137.726,140.76,-3.034
27,F,1,1,1,1288.144,1859.754,1480,132.631,140.76,-8.129
27,F,1,1,1,1288.144,1859.754,1490,126.925,140.76,-13.835
27,F,1,1,1,1288.144,1859.754,1500,121.603,140.76,-19.157
27,F,1,1,1,1288.144,1859.754,1510,117.13,140.76,-23.63
27,F,1,1,1,1288.144,1859.754,1520,114.005,140.76,-26.755
27,F,1,1,1,1288.144,1859.754,1530,112.616,140.76,-28.144
27,F,1,1,1,1288.144,1859.754,1540,110.996,140.76,-29.764
27,F,1,1,1,1288.144,1859.754,1550,109.864,140.76,-30.896
27,F,1,1,1,1288.144,1859.754,1560,106.808,140.76,-33.952
27,F,1,1,1,1288.144,1859.754,1570,102.799,140.76,-37.961
27,F,1,1,1,1288.144,1859.754,1580,100.702,140.76,-40.058
27,F,1,1,1,1288.144,1859.754,1590,98.051,140.76,-42.709
27,F,1,1,1,1288.144,1859.754,1600,93.714,140.76,-47.046
27,F,1,1,1,1288.144,1859.754,1610,87.434,140.76,-53.326
27,F,1,1,1,1288.144,1859.754,1620,81.366,140.76,-59.394
27,F,1,1,1,1288.144,1859.754,1630,82.331,140.76,-58.429
27,F,1,1,1,1288.144,1859.754,1640,86.691,140.76,-54.069
27,F,1,1,1,1288.144,1859.754,1650,89.435,140.76,-51.325
27,F,1,1,1,1288.144,1859.754,1660,92.433,140.76,-48.327
27,F,1,1,1,1288.144,1859.754,1670,92.752,140.76,-48.008
27,F,1,1,1,1288.144,1859.754,1680,92.593,140.76,-48.167
27,F,1,1,1,1288.144,1859.754,1690,92.961,140.76,-47.799
27,F,1,1,1,1288.144,1859.754,1700,93.288,140.76,-47.472
27,F,1,1,1,1288.144,1859.754,1710,97.016,140.76,-43.744
27,F,1,1,1,1288.144,1859.754,1720,101.114,140.76,-39.646
27,F,1,1,1,1288.144,1859.754,1730,105.484,140.76,-35.276
27,F,1,1,1,1288.144,1859.754,1740,117.045,140.76,-23.715
27,F,1,1,1,1288.144,1859.754,1750,117.233,140.76,-23.527
27,F,1,1,1,1288.144,1859.754,1760,122.429,140.76,-18.331
27,F,1,1,1,1288.144,1859.754,1770,132.876,140.76,-7.884
27,F,1,1,1,1288.144,1859.754,1780,139.183,140.76,-1.577
27,F,1,1,1,1288.144,1859.754,1790,140.232,140.76,-0.528
27,F,1,1,1,1288.144,1859.754,1800,146.098,140.76,5.338
27,F,1,1,1,1288.144,1859.754,1810,140.553,140.76,-0.207
27,F,1,1,1,1288.144,1859.754,1820,129.91,140.76,-10.85
27,F,1,1,1,1288.144,1859.754,1830,133.826,140.76,-6.934
27,F,1,1,1,1288.144,1859.754,1840,173.883,140.76,33.123
27,F,1,1,1,1288.144,1859.754,1850,173.883,140.76,33.123
27,F,1,1,1,1288.144,1859.754,1860,183.556,140.76,42.796
27,F,1,2,1,1330.142,1913.997,1330,164.058,140.76,23.298
27,F,1,2,1,1330.142,1913.997,1340,171.229,140.76,30.469
27,F,1,2,1,1330.142,1913.997,1350,175.474,140.76,34.714
27,F,1,2,1,1330.142,1913.997,1360,174.03,140.76,33.27
27,F,1,2,1,1330.142,1913.997,1370,168.885,140.76,28.125
27,F,1,2,1,1330.142,1913.997,1380,151.557,140.76,10.797
27,F,1,2,1,1330.142,1913.997,1480,131.419,140.76,-9.341
27,F,1,2,1,1330.142,1913.997,1490,131.419,140.76,-9.341
27,F,1,2,1,1330.142,1913.997,1500,132.216,140.76,-8.544
27,F,1,2,1,1330.142,1913.997,1510,131.604,140.76,-9.156
27,F,1,2,1,1330.142,1913.997,1520,128.146,140.76,-12.614
27,F,1,2,1,1330.142,1913.997,1530,124.914,140.76,-15.846
27,F,1,2,1,1330.142,1913.997,1540,121.785,140.76,-18.975
27,F,1,2,1,1330.142,1913.997,1550,120.927,140.76,-19.833
27,F,1,2,1,1330.142,1913.997,1560,115.587,140.76,-25.173
27,F,1,2,1,1330.142,1913.997,1570,107.792,140.76,-32.968
27,F,1,2,1,1330.142,1913.997,1580,105.052,140.76,-35.708
27,F,1,2,1,1330.142,1913.997,1590,101.598,140.76,-39.162
27,F,1,2,1,1330.142,1913.997,1600,91.871,140.76,-48.889
27,F,1,2,1,1330.142,1913.997,1610,86.065,140.76,-54.695
27,F,1,2,1,1330.142,1913.997,1620,86.968,140.76,-53.792
27,F,1,2,1,1330.142,1913.997,1630,87.657,140.76,-53.103
27,F,1,2,1,1330.142,1913.997,1640,86.665,140.76,-54.095
27,F,1,2,1,1330.142,1913.997,1700,96.087,140.76,-44.673
27,F,1,2,1,1330.142,1913.997,1710,96.087,140.76,-44.673
27,F,1,2,1,1330.142,1913.997,1720,94.984,140.76,-45.776
27,F,1,2,1,1330.142,1913.997,1730,93.942,140.76,-46.818
27,F,1,2,1,1330.142,1913.997,1740,91.836,140.76,-48.924
27,F,1,2,1,1330.142,1913.997,1750,91.287,140.76,-49.473
27,F,1,2,1,1330.142,1913.997,1760,91.149,140.76,-49.611
27,F,1,2,1,1330.142,1913.997,1770,91.63,140.76,-49.13
27,F,1,2,1,1330.142,1913.997,1780,94.952,140.76,-45.808
27,F,1,2,1,1330.142,1913.997,1790,109.422,140.76,-31.338
